step,epoch,split,loss,RPA,RCA,MAE_cents,learning_rate,wall_time_sec
195500,2,train,0.014616,0.6626,0.6661,103.23,4.98e-05,10718.0
195600,2,train,0.014475,0.6680,0.6727,103.57,4.98e-05,10722.3
195700,2,train,0.014350,0.6718,0.6767,102.17,4.98e-05,10726.5
195800,2,train,0.014347,0.6790,0.6827,97.49,4.98e-05,10730.8
195900,2,train,0.014281,0.6705,0.6730,97.20,4.98e-05,10735.1
196000,2,train,0.014323,0.6808,0.6856,101.76,4.98e-05,10739.4
196100,2,train,0.014626,0.6711,0.6778,100.74,4.98e-05,10743.7
196200,2,train,0.014304,0.6745,0.6792,99.39,4.98e-05,10748.0
196300,2,train,0.014307,0.6800,0.6838,98.54,4.98e-05,10752.3
196400,2,train,0.014630,0.6718,0.6753,107.19,4.98e-05,10756.7
196500,2,train,0.014471,0.6713,0.6748,103.70,4.98e-05,10761.0
196600,2,train,0.014148,0.6746,0.6771,98.78,4.98e-05,10765.3
196700,2,train,0.014344,0.6810,0.6858,97.87,4.98e-05,10769.5
196800,2,train,0.014529,0.6839,0.6887,106.11,4.98e-05,10773.8
196900,2,train,0.014583,0.6574,0.6617,106.80,4.98e-05,10778.1
197000,2,train,0.014417,0.6738,0.6763,100.79,4.98e-05,10782.4
197100,2,train,0.014440,0.6742,0.6780,98.58,4.98e-05,10786.7
197200,2,train,0.014290,0.6616,0.6638,102.26,4.98e-05,10791.0
197300,2,train,0.014344,0.6860,0.6886,100.78,4.98e-05,10795.3
197400,2,train,0.014359,0.6762,0.6791,100.27,4.98e-05,10799.6
197500,2,train,0.014715,0.6534,0.6582,109.20,4.98e-05,10803.9
197600,2,train,0.014555,0.6621,0.6663,106.31,4.98e-05,10808.2
197700,2,train,0.014162,0.6814,0.6830,97.42,4.98e-05,10812.5
197800,2,train,0.014524,0.6619,0.6651,103.57,4.98e-05,10816.8
197900,2,train,0.014491,0.6690,0.6719,104.54,4.98e-05,10821.1
198000,2,train,0.014641,0.6758,0.6789,102.59,4.98e-05,10825.4
198100,2,train,0.014469,0.6737,0.6782,101.57,4.98e-05,10829.7
198200,2,train,0.014148,0.6826,0.6874,98.34,4.98e-05,10834.0
198300,2,train,0.014321,0.6823,0.6852,101.59,4.98e-05,10838.3
198400,2,train,0.014310,0.6747,0.6801,104.56,4.98e-05,10842.6
198500,2,train,0.014511,0.6761,0.6790,100.44,4.98e-05,10846.9
198600,2,train,0.014483,0.6634,0.6663,104.05,4.98e-05,10851.2
198700,2,train,0.013778,0.6824,0.6839,93.54,4.98e-05,10855.5
198800,2,train,0.014052,0.6900,0.6938,97.53,4.98e-05,10859.8
198900,2,train,0.014067,0.6825,0.6848,97.27,4.98e-05,10864.1
199000,2,train,0.014549,0.6686,0.6743,104.31,4.98e-05,10868.4
199100,2,train,0.014342,0.6723,0.6764,98.72,4.98e-05,10872.7
199200,2,train,0.014441,0.6693,0.6729,100.43,4.98e-05,10877.0
199300,2,train,0.014680,0.6808,0.6834,97.67,4.98e-05,10881.3
199400,2,train,0.014199,0.6804,0.6839,99.04,4.98e-05,10885.6
199500,2,train,0.014390,0.6710,0.6742,100.10,4.98e-05,10889.9
199600,2,train,0.014500,0.6721,0.6736,100.59,4.98e-05,10894.2
199700,2,train,0.014104,0.6886,0.6905,97.02,4.98e-05,10898.5
199800,2,train,0.014695,0.6699,0.6731,103.80,4.98e-05,10902.8
199900,2,train,0.014054,0.6827,0.6859,97.42,4.98e-05,10907.1
200000,2,train,0.014052,0.6847,0.6901,96.38,4.98e-05,10911.4
200000,2,val,0.015618,0.4853,0.4884,137.67,4.98e-05,11027.2
200100,2,train,0.014653,0.6740,0.6768,103.13,4.98e-05,11031.8
200200,2,train,0.014585,0.6661,0.6706,105.00,4.98e-05,11036.1
200300,2,train,0.014527,0.6780,0.6828,100.73,4.98e-05,11040.4
200400,2,train,0.014296,0.6728,0.6760,104.01,4.98e-05,11044.7
200500,2,train,0.014284,0.6684,0.6710,98.05,4.98e-05,11049.0
200600,2,train,0.014657,0.6586,0.6615,109.93,4.98e-05,11053.3
200700,2,train,0.014350,0.6683,0.6713,104.83,4.98e-05,11057.6
200800,2,train,0.014466,0.6670,0.6689,103.38,4.98e-05,11061.9
200900,2,train,0.014330,0.6721,0.6756,103.81,4.98e-05,11066.2
201000,2,train,0.014445,0.6742,0.6772,100.01,4.98e-05,11070.5
201100,2,train,0.014234,0.6824,0.6857,102.36,4.98e-05,11074.7
201200,2,train,0.014041,0.6957,0.6986,93.68,4.98e-05,11079.0
201300,2,train,0.014231,0.6816,0.6838,103.74,4.98e-05,11083.3
201400,2,train,0.014450,0.6776,0.6808,98.86,4.98e-05,11087.6
201500,2,train,0.014274,0.6781,0.6813,99.27,4.98e-05,11091.9
201600,2,train,0.014465,0.6830,0.6853,99.53,4.98e-05,11096.2
201700,2,train,0.014482,0.6746,0.6776,103.31,4.98e-05,11100.5
201800,2,train,0.015312,0.6472,0.6540,115.88,4.98e-05,11104.8
201900,2,train,0.014513,0.6815,0.6860,100.09,4.98e-05,11109.1
202000,2,train,0.014068,0.6738,0.6761,99.80,4.98e-05,11113.4
202100,2,train,0.014648,0.6617,0.6652,103.69,4.98e-05,11117.7
202200,2,train,0.014002,0.6674,0.6719,100.24,4.98e-05,11122.0
202300,2,train,0.014600,0.6698,0.6714,103.87,4.98e-05,11126.3
202400,2,train,0.014711,0.6511,0.6556,107.10,4.98e-05,11130.6
202500,2,train,0.014216,0.6738,0.6782,100.96,4.98e-05,11134.9
202600,2,train,0.014216,0.6866,0.6888,101.08,4.98e-05,11139.2
202700,2,train,0.014277,0.6795,0.6811,102.14,4.98e-05,11143.5
202800,2,train,0.014068,0.6648,0.6683,97.16,4.98e-05,11147.8
202900,2,train,0.014616,0.6753,0.6786,101.21,4.98e-05,11152.1
203000,2,train,0.014537,0.6683,0.6709,104.44,4.98e-05,11156.4
203100,2,train,0.014261,0.6887,0.6945,100.81,4.98e-05,11160.7
203200,2,train,0.014769,0.6566,0.6592,101.65,4.98e-05,11165.0
203300,2,train,0.014248,0.6709,0.6750,101.14,4.98e-05,11169.3
203400,2,train,0.014840,0.6676,0.6705,108.07,4.98e-05,11173.6
203500,2,train,0.014705,0.6569,0.6598,101.43,4.98e-05,11177.8
203600,2,train,0.014726,0.6663,0.6689,102.13,4.98e-05,11182.1
203700,2,train,0.014151,0.6790,0.6806,100.63,4.98e-05,11186.5
203800,2,train,0.014686,0.6561,0.6602,109.00,4.98e-05,11190.7
203900,2,train,0.014073,0.6748,0.6774,97.25,4.98e-05,11195.0
204000,2,train,0.014044,0.6856,0.6891,98.49,4.98e-05,11199.3
204100,2,train,0.014542,0.6616,0.6645,105.01,4.98e-05,11203.6
204200,2,train,0.014240,0.6789,0.6808,97.53,4.98e-05,11207.9
204300,2,train,0.014178,0.6770,0.6818,101.60,4.98e-05,11212.2
204400,2,train,0.014822,0.6574,0.6631,109.74,4.98e-05,11216.5
204500,2,train,0.014581,0.6646,0.6687,106.34,4.98e-05,11220.8
204600,2,train,0.014465,0.6642,0.6700,102.57,4.98e-05,11225.1
204700,2,train,0.014077,0.6756,0.6776,94.12,4.98e-05,11229.4
204800,2,train,0.014226,0.6885,0.6914,101.46,4.98e-05,11233.7
204900,2,train,0.014647,0.6640,0.6659,100.46,4.98e-05,11238.0
205000,2,train,0.014917,0.6640,0.6675,109.26,4.98e-05,11242.3
205100,2,train,0.014409,0.6616,0.6654,104.91,4.98e-05,11246.9
205200,2,train,0.014562,0.6603,0.6635,102.56,4.98e-05,11251.2
205300,2,train,0.013990,0.6796,0.6822,96.78,4.98e-05,11255.5
205400,2,train,0.014470,0.6622,0.6648,102.24,4.98e-05,11259.8
205500,2,train,0.014347,0.6820,0.6856,100.83,4.98e-05,11264.1
205600,2,train,0.014347,0.6782,0.6836,96.38,4.98e-05,11268.4
205700,2,train,0.014928,0.6556,0.6601,109.47,4.98e-05,11272.7
205800,2,train,0.014005,0.6912,0.6938,94.76,4.98e-05,11277.0
205900,2,train,0.014495,0.6710,0.6753,104.14,4.98e-05,11281.3
206000,2,train,0.014065,0.6787,0.6835,97.65,4.98e-05,11285.6
206100,2,train,0.014229,0.6877,0.6912,98.53,4.98e-05,11289.9
206200,2,train,0.014291,0.6795,0.6814,100.41,4.98e-05,11294.2
206300,2,train,0.014622,0.6686,0.6721,102.40,4.98e-05,11298.5
206400,2,train,0.014647,0.6638,0.6677,105.59,4.98e-05,11302.8
206500,2,train,0.014255,0.6772,0.6810,97.65,4.98e-05,11307.1
206600,2,train,0.014396,0.6869,0.6904,98.65,4.98e-05,11311.4
206700,2,train,0.014281,0.6672,0.6713,102.17,4.98e-05,11315.7
206800,2,train,0.014269,0.6745,0.6784,99.25,4.98e-05,11320.0
206900,2,train,0.014364,0.6833,0.6864,100.79,4.98e-05,11324.3
207000,2,train,0.014495,0.6688,0.6718,99.91,4.98e-05,11328.6
207100,2,train,0.014557,0.6810,0.6875,109.64,4.98e-05,11332.9
207200,2,train,0.014500,0.6707,0.6746,97.70,4.98e-05,11337.2
207300,2,train,0.014453,0.6638,0.6676,101.58,4.98e-05,11341.5
207400,2,train,0.014245,0.6722,0.6770,102.17,4.98e-05,11345.8
207500,2,train,0.014467,0.6800,0.6863,101.95,4.98e-05,11350.1
207600,2,train,0.014151,0.6812,0.6838,94.50,4.98e-05,11354.4
207700,2,train,0.014546,0.6725,0.6760,109.57,4.98e-05,11358.7
207800,2,train,0.014737,0.6672,0.6701,100.88,4.98e-05,11363.0
207900,2,train,0.014375,0.6699,0.6742,104.55,4.98e-05,11367.3
208000,2,train,0.014176,0.6828,0.6860,98.38,4.98e-05,11371.6
208100,2,train,0.014775,0.6555,0.6593,104.15,4.98e-05,11375.9
208200,2,train,0.014557,0.6667,0.6721,107.41,4.98e-05,11380.2
208300,2,train,0.013987,0.6818,0.6853,94.24,4.98e-05,11384.5
208400,2,train,0.014613,0.6745,0.6780,99.05,4.98e-05,11388.8
208500,2,train,0.014572,0.6748,0.6786,100.61,4.98e-05,11393.1
208600,2,train,0.014539,0.6573,0.6630,108.17,4.98e-05,11397.4
208700,2,train,0.014585,0.6599,0.6635,101.31,4.98e-05,11401.7
208800,2,train,0.014464,0.6690,0.6715,102.50,4.98e-05,11406.0
208900,2,train,0.014867,0.6635,0.6667,110.47,4.98e-05,11410.3
209000,2,train,0.014630,0.6552,0.6581,103.00,4.98e-05,11414.6
209100,2,train,0.014282,0.6674,0.6706,104.82,4.98e-05,11418.9
209200,2,train,0.014511,0.6647,0.6656,102.32,4.98e-05,11423.2
209300,2,train,0.014262,0.6816,0.6857,100.54,4.98e-05,11427.5
209400,2,train,0.014408,0.6651,0.6686,102.14,4.98e-05,11431.8
209500,2,train,0.014019,0.6814,0.6830,96.41,4.98e-05,11436.1
209600,2,train,0.014384,0.6820,0.6833,99.32,4.98e-05,11440.4
209700,2,train,0.014694,0.6613,0.6657,106.54,4.98e-05,11444.7
209800,2,train,0.014072,0.6802,0.6824,96.24,4.98e-05,11449.0
209900,2,train,0.014668,0.6601,0.6630,108.72,4.98e-05,11453.3
210000,2,train,0.014807,0.6597,0.6629,104.21,4.98e-05,11457.6
210000,2,val,0.015849,0.4310,0.4339,146.75,4.98e-05,11574.0
210100,2,train,0.014702,0.6613,0.6654,106.63,4.98e-05,11578.6
210200,2,train,0.014595,0.6573,0.6622,104.17,4.98e-05,11582.9
210300,2,train,0.014279,0.6735,0.6771,94.58,4.98e-05,11587.2
210400,2,train,0.014613,0.6668,0.6717,102.07,4.98e-05,11591.4
210500,2,train,0.014738,0.6579,0.6630,104.36,4.98e-05,11595.7
210600,2,train,0.014387,0.6662,0.6704,105.25,4.98e-05,11600.0
210700,2,train,0.014295,0.6702,0.6741,103.39,4.98e-05,11604.3
210800,2,train,0.014252,0.6796,0.6822,99.21,4.98e-05,11608.6
210900,2,train,0.014138,0.6902,0.6928,96.28,4.98e-05,11612.9
211000,2,train,0.014511,0.6749,0.6775,99.73,4.98e-05,11617.2
211100,2,train,0.014237,0.6853,0.6895,97.01,4.98e-05,11621.5
211200,2,train,0.014603,0.6649,0.6695,102.87,4.98e-05,11625.8
211300,2,train,0.014408,0.6643,0.6688,104.55,4.98e-05,11630.1
211400,2,train,0.014581,0.6741,0.6796,99.50,4.97e-05,11634.4
211500,2,train,0.014136,0.6695,0.6749,103.37,4.97e-05,11638.7
211600,2,train,0.014986,0.6603,0.6638,112.86,4.97e-05,11643.0
211700,2,train,0.014414,0.6654,0.6670,108.52,4.97e-05,11647.3
211800,2,train,0.014382,0.6686,0.6721,104.81,4.97e-05,11651.6
211900,2,train,0.014165,0.6849,0.6881,95.00,4.97e-05,11655.9
212000,2,train,0.014782,0.6709,0.6761,107.67,4.97e-05,11660.2
212100,2,train,0.014726,0.6595,0.6633,101.97,4.97e-05,11664.5
212200,2,train,0.014581,0.6706,0.6747,104.27,4.97e-05,11668.8
212300,2,train,0.014384,0.6748,0.6773,106.43,4.97e-05,11673.1
212400,2,train,0.014133,0.6870,0.6882,96.57,4.97e-05,11677.4
212500,2,train,0.014690,0.6720,0.6758,106.82,4.97e-05,11681.7
212600,2,train,0.014527,0.6660,0.6702,107.17,4.97e-05,11686.0
212700,2,train,0.014480,0.6667,0.6698,104.18,4.97e-05,11690.3
212800,2,train,0.014397,0.6780,0.6805,103.88,4.97e-05,11694.6
212900,2,train,0.014383,0.6713,0.6754,101.75,4.97e-05,11698.9
213000,2,train,0.014039,0.6838,0.6873,97.97,4.97e-05,11703.2
213100,2,train,0.014020,0.6804,0.6829,98.83,4.97e-05,11707.5
213200,2,train,0.014361,0.6751,0.6783,101.91,4.97e-05,11711.8
213300,2,train,0.014294,0.6759,0.6791,101.84,4.97e-05,11716.1
213400,2,train,0.014494,0.6678,0.6714,102.19,4.97e-05,11720.4
213500,2,train,0.014399,0.6835,0.6861,97.55,4.97e-05,11724.7
213600,2,train,0.014440,0.6685,0.6698,102.98,4.97e-05,11729.0
213700,2,train,0.014620,0.6636,0.6675,109.57,4.97e-05,11733.3
213800,2,train,0.014738,0.6641,0.6680,103.52,4.97e-05,11737.6
213900,2,train,0.014382,0.6770,0.6811,104.04,4.97e-05,11741.9
214000,2,train,0.014124,0.6711,0.6734,102.46,4.97e-05,11746.2
214100,2,train,0.014545,0.6721,0.6756,108.47,4.97e-05,11750.5
214200,2,train,0.014728,0.6735,0.6777,104.69,4.97e-05,11754.8
214300,2,train,0.014471,0.6535,0.6586,106.82,4.97e-05,11759.0
214400,2,train,0.014375,0.6676,0.6698,102.69,4.97e-05,11763.3
214500,2,train,0.014070,0.6740,0.6772,95.92,4.97e-05,11767.6
214600,2,train,0.014768,0.6612,0.6656,106.33,4.97e-05,11771.9
214700,2,train,0.014857,0.6615,0.6656,105.44,4.97e-05,11776.2
214800,2,train,0.014467,0.6673,0.6719,102.59,4.97e-05,11780.6
214900,2,train,0.014523,0.6749,0.6798,107.02,4.97e-05,11784.9
215000,2,train,0.014642,0.6750,0.6779,105.55,4.97e-05,11789.2
215100,2,train,0.014461,0.6699,0.6737,99.88,4.97e-05,11793.7
215200,2,train,0.014089,0.6842,0.6877,96.16,4.97e-05,11798.0
215300,2,train,0.014729,0.6656,0.6694,110.85,4.97e-05,11802.3
215400,2,train,0.014598,0.6554,0.6579,109.11,4.97e-05,11806.6
215500,2,train,0.014181,0.6723,0.6759,96.94,4.97e-05,11811.0
215600,2,train,0.014851,0.6621,0.6656,106.51,4.97e-05,11815.3
215700,2,train,0.014381,0.6652,0.6687,102.23,4.97e-05,11819.6
215800,2,train,0.014275,0.6809,0.6845,99.30,4.97e-05,11823.9
215900,2,train,0.014431,0.6540,0.6595,107.08,4.97e-05,11828.2
216000,2,train,0.013896,0.6880,0.6915,98.36,4.97e-05,11832.5
216100,2,train,0.014330,0.6833,0.6872,98.98,4.97e-05,11836.8
216200,2,train,0.014086,0.6749,0.6771,96.82,4.97e-05,11841.0
216300,2,train,0.014261,0.6748,0.6777,104.19,4.97e-05,11845.3
216400,2,train,0.014578,0.6742,0.6787,98.06,4.97e-05,11849.6
216500,2,train,0.014240,0.6685,0.6726,96.93,4.97e-05,11853.9
216600,2,train,0.014675,0.6670,0.6719,109.91,4.97e-05,11858.2
216700,2,train,0.014429,0.6678,0.6719,102.39,4.97e-05,11862.5
216800,2,train,0.014146,0.6733,0.6774,97.39,4.97e-05,11866.9
216900,2,train,0.014228,0.6766,0.6801,97.83,4.97e-05,11871.2
217000,2,train,0.014404,0.6796,0.6834,101.44,4.97e-05,11875.5
217100,2,train,0.014195,0.6942,0.6988,97.22,4.97e-05,11879.7
217200,2,train,0.014284,0.6719,0.6748,99.76,4.97e-05,11884.0
217300,2,train,0.014211,0.6844,0.6889,103.58,4.97e-05,11888.3
217400,2,train,0.014174,0.6674,0.6709,102.32,4.97e-05,11892.6
217500,2,train,0.014636,0.6606,0.6634,109.42,4.97e-05,11896.9
217600,2,train,0.014805,0.6513,0.6565,110.96,4.97e-05,11901.2
217700,2,train,0.014223,0.6679,0.6705,95.92,4.97e-05,11905.5
217800,2,train,0.014301,0.6722,0.6767,102.53,4.97e-05,11909.8
217900,2,train,0.014064,0.6616,0.6642,101.01,4.97e-05,11914.1
218000,2,train,0.014513,0.6698,0.6736,107.99,4.97e-05,11918.4
218100,2,train,0.014603,0.6664,0.6713,106.80,4.97e-05,11922.7
218200,2,train,0.013772,0.6759,0.6775,96.04,4.97e-05,11927.0
218300,2,train,0.014569,0.6637,0.6666,103.73,4.97e-05,11931.3
218400,2,train,0.014396,0.6706,0.6735,104.91,4.97e-05,11935.6
218500,2,train,0.014446,0.6685,0.6724,103.93,4.97e-05,11939.9
218600,2,train,0.014805,0.6477,0.6528,110.05,4.97e-05,11944.2
218700,2,train,0.014651,0.6629,0.6674,108.69,4.97e-05,11948.5
218800,2,train,0.014210,0.6698,0.6717,97.97,4.97e-05,11952.8
218900,2,train,0.014232,0.6749,0.6778,101.31,4.97e-05,11957.1
219000,2,train,0.014522,0.6697,0.6710,99.96,4.97e-05,11961.4
219100,2,train,0.014314,0.6858,0.6881,94.24,4.97e-05,11965.7
219200,2,train,0.014265,0.6650,0.6669,102.97,4.97e-05,11970.0
219300,2,train,0.014354,0.6684,0.6702,96.09,4.97e-05,11974.3
219400,2,train,0.014482,0.6650,0.6675,101.62,4.97e-05,11978.6
219500,2,train,0.014468,0.6740,0.6772,98.27,4.97e-05,11982.9
219600,2,train,0.014344,0.6762,0.6801,102.97,4.97e-05,11987.2
219700,2,train,0.013834,0.6879,0.6895,99.26,4.97e-05,11991.5
219800,2,train,0.014102,0.6821,0.6850,97.08,4.97e-05,11995.8
219900,2,train,0.014409,0.6734,0.6779,102.43,4.97e-05,12000.0
220000,2,train,0.014114,0.6826,0.6849,103.08,4.97e-05,12004.3
220000,2,val,0.015793,0.4317,0.4343,147.60,4.97e-05,12120.7
220100,2,train,0.014528,0.6908,0.6940,101.30,4.97e-05,12125.2
220200,2,train,0.014171,0.6835,0.6854,94.54,4.97e-05,12129.5
220300,2,train,0.014110,0.6862,0.6904,102.97,4.97e-05,12133.8
220400,2,train,0.014874,0.6677,0.6716,108.16,4.97e-05,12138.1
220500,2,train,0.014292,0.6760,0.6799,96.50,4.97e-05,12142.4
220600,2,train,0.014316,0.6821,0.6837,96.61,4.97e-05,12146.7
220700,2,train,0.014240,0.6732,0.6764,97.67,4.97e-05,12151.0
220800,2,train,0.014112,0.6855,0.6881,93.57,4.97e-05,12155.3
220900,2,train,0.014717,0.6492,0.6537,108.28,4.97e-05,12159.6
221000,2,train,0.014034,0.6872,0.6891,95.02,4.97e-05,12163.9
221100,2,train,0.014390,0.6799,0.6824,100.87,4.97e-05,12168.2
221200,2,train,0.014651,0.6715,0.6741,107.85,4.97e-05,12172.5
221300,2,train,0.014270,0.6681,0.6716,99.78,4.97e-05,12176.8
221400,2,train,0.014701,0.6786,0.6840,104.87,4.97e-05,12181.1
221500,2,train,0.014378,0.6649,0.6684,102.68,4.97e-05,12185.4
221600,2,train,0.014339,0.6629,0.6662,104.67,4.97e-05,12189.7
221700,2,train,0.014568,0.6644,0.6679,108.25,4.97e-05,12194.0
221800,2,train,0.014643,0.6550,0.6592,102.93,4.97e-05,12198.3
221900,2,train,0.014070,0.6786,0.6821,96.43,4.97e-05,12202.6
222000,2,train,0.014159,0.6784,0.6813,100.59,4.97e-05,12206.9
222100,2,train,0.014230,0.6792,0.6831,98.15,4.97e-05,12211.2
222200,2,train,0.014119,0.6777,0.6802,97.99,4.97e-05,12215.5
222300,2,train,0.014403,0.6631,0.6670,99.26,4.97e-05,12219.8
222400,2,train,0.014048,0.6765,0.6807,97.65,4.97e-05,12224.1
222500,2,train,0.014648,0.6554,0.6580,99.46,4.97e-05,12228.4
222600,2,train,0.014477,0.6587,0.6622,107.90,4.97e-05,12232.7
222700,2,train,0.014534,0.6607,0.6632,103.72,4.97e-05,12237.0
222800,2,train,0.014202,0.6858,0.6874,94.49,4.97e-05,12241.3
222900,2,train,0.014157,0.6754,0.6779,98.69,4.97e-05,12245.6
223000,2,train,0.014696,0.6699,0.6745,102.53,4.97e-05,12249.9
223100,2,train,0.014748,0.6678,0.6719,106.53,4.97e-05,12254.2
223200,2,train,0.014142,0.6749,0.6772,98.87,4.97e-05,12258.5
223300,2,train,0.014112,0.6775,0.6807,94.78,4.97e-05,12262.8
223400,2,train,0.014409,0.6719,0.6767,110.39,4.97e-05,12267.1
223500,2,train,0.014218,0.6685,0.6730,101.96,4.97e-05,12271.4
223600,2,train,0.014548,0.6794,0.6826,97.57,4.97e-05,12275.7
223700,2,train,0.014399,0.6801,0.6836,98.93,4.97e-05,12280.0
223800,2,train,0.014387,0.6817,0.6855,97.78,4.97e-05,12284.3
223900,2,train,0.014385,0.6714,0.6752,107.02,4.97e-05,12288.6
224000,2,train,0.014483,0.6745,0.6780,103.52,4.97e-05,12292.9
224100,2,train,0.014012,0.6962,0.6990,93.74,4.97e-05,12297.2
224200,2,train,0.013755,0.6906,0.6934,93.36,4.97e-05,12301.5
224300,2,train,0.014642,0.6649,0.6684,103.95,4.97e-05,12305.8
224400,2,train,0.014404,0.6551,0.6577,102.97,4.97e-05,12310.1
224500,2,train,0.014390,0.6724,0.6766,102.20,4.97e-05,12314.4
224600,2,train,0.014443,0.6754,0.6797,105.03,4.97e-05,12318.7
224700,2,train,0.014092,0.6789,0.6808,97.02,4.97e-05,12323.0
224800,2,train,0.014612,0.6676,0.6730,105.18,4.97e-05,12327.3
224900,2,train,0.014715,0.6576,0.6621,104.03,4.97e-05,12331.6
225000,2,train,0.014121,0.6881,0.6903,97.04,4.97e-05,12335.9
225100,2,train,0.014303,0.6781,0.6819,102.87,4.97e-05,12340.5
225200,2,train,0.014065,0.6872,0.6908,95.92,4.97e-05,12344.8
225300,2,train,0.014609,0.6749,0.6784,106.48,4.97e-05,12349.1
225400,2,train,0.014122,0.6852,0.6883,92.86,4.97e-05,12353.4
225500,2,train,0.014346,0.6756,0.6801,96.15,4.97e-05,12357.7
225600,2,train,0.014574,0.6708,0.6772,99.75,4.97e-05,12362.0
225700,2,train,0.014137,0.6853,0.6895,98.80,4.97e-05,12366.3
225800,2,train,0.014617,0.6666,0.6702,105.98,4.97e-05,12370.6
225900,2,train,0.014260,0.6790,0.6806,94.09,4.97e-05,12374.9
226000,2,train,0.014391,0.6693,0.6712,105.74,4.97e-05,12379.2
226100,2,train,0.014917,0.6630,0.6672,106.98,4.97e-05,12383.5
226200,2,train,0.014333,0.6812,0.6831,104.68,4.97e-05,12387.8
226300,2,train,0.014598,0.6672,0.6698,101.61,4.97e-05,12392.1
226400,2,train,0.014379,0.6756,0.6788,100.76,4.97e-05,12396.4
226500,2,train,0.013958,0.6889,0.6924,102.98,4.97e-05,12400.7
226600,2,train,0.014530,0.6831,0.6854,99.89,4.97e-05,12405.0
226700,2,train,0.014331,0.6830,0.6865,97.10,4.97e-05,12409.3
226800,2,train,0.014164,0.6675,0.6711,100.41,4.97e-05,12413.6
226900,2,train,0.014315,0.6690,0.6713,100.84,4.97e-05,12417.9
227000,2,train,0.014360,0.6678,0.6694,104.09,4.97e-05,12422.2
227100,2,train,0.014376,0.6603,0.6636,101.18,4.97e-05,12426.5
227200,2,train,0.014338,0.6653,0.6688,96.78,4.97e-05,12430.8
227300,2,train,0.014585,0.6670,0.6708,101.29,4.97e-05,12435.1
227400,2,train,0.014210,0.6808,0.6830,100.83,4.97e-05,12439.4
227500,2,train,0.014306,0.6871,0.6893,93.46,4.97e-05,12443.7
227600,2,train,0.014328,0.6729,0.6777,96.62,4.97e-05,12448.0
227700,2,train,0.014600,0.6669,0.6717,102.01,4.97e-05,12452.3
227800,2,train,0.014343,0.6786,0.6824,102.48,4.97e-05,12456.6
227900,2,train,0.014415,0.6663,0.6691,104.59,4.97e-05,12460.9
228000,2,train,0.014898,0.6604,0.6649,108.50,4.97e-05,12465.2
228100,2,train,0.014609,0.6510,0.6545,107.30,4.97e-05,12469.5
228200,2,train,0.014157,0.6792,0.6830,95.90,4.97e-05,12473.8
228300,2,train,0.014376,0.6729,0.6754,104.16,4.97e-05,12478.1
228400,2,train,0.014510,0.6616,0.6658,103.37,4.97e-05,12482.4
228500,2,train,0.014317,0.6638,0.6670,99.69,4.97e-05,12486.7
228600,2,train,0.014438,0.6592,0.6614,104.29,4.97e-05,12491.0
228700,2,train,0.014619,0.6721,0.6753,97.78,4.97e-05,12495.3
228800,2,train,0.014594,0.6736,0.6759,104.03,4.97e-05,12499.6
228900,2,train,0.014152,0.6749,0.6778,99.82,4.97e-05,12503.9
229000,2,train,0.014436,0.6772,0.6808,105.40,4.97e-05,12508.2
229100,2,train,0.014594,0.6563,0.6602,99.73,4.97e-05,12512.5
229200,2,train,0.014342,0.6702,0.6737,103.30,4.97e-05,12516.8
229300,2,train,0.014342,0.6626,0.6655,103.95,4.97e-05,12521.1
229400,2,train,0.013995,0.6796,0.6841,97.14,4.97e-05,12525.4
229500,2,train,0.014254,0.6889,0.6920,95.07,4.97e-05,12529.7
229600,2,train,0.014353,0.6767,0.6793,96.86,4.97e-05,12534.0
229700,2,train,0.014330,0.6711,0.6727,100.94,4.97e-05,12538.3
229800,2,train,0.014015,0.6732,0.6777,99.74,4.97e-05,12542.6
229900,2,train,0.013958,0.6776,0.6798,100.30,4.97e-05,12546.9
230000,2,train,0.014638,0.6665,0.6690,104.51,4.97e-05,12551.2
230000,2,val,0.015895,0.4311,0.4337,149.68,4.97e-05,12667.6
230100,2,train,0.014155,0.6710,0.6735,98.93,4.97e-05,12672.2
230200,2,train,0.014535,0.6763,0.6798,100.51,4.97e-05,12676.5
230300,2,train,0.014752,0.6650,0.6694,106.69,4.97e-05,12680.8
230400,2,train,0.014147,0.6716,0.6745,97.95,4.97e-05,12685.1
230500,2,train,0.014275,0.6732,0.6777,101.74,4.97e-05,12689.4
230600,2,train,0.014292,0.6736,0.6761,102.41,4.97e-05,12693.7
230700,2,train,0.014200,0.6901,0.6926,97.43,4.97e-05,12698.0
230800,2,train,0.014431,0.6770,0.6818,102.79,4.97e-05,12702.3
230900,2,train,0.014380,0.6645,0.6683,106.40,4.97e-05,12706.6
231000,2,train,0.014703,0.6709,0.6751,107.60,4.97e-05,12710.9
231100,2,train,0.014131,0.6773,0.6816,97.46,4.97e-05,12715.2
231200,2,train,0.014367,0.6797,0.6832,95.20,4.97e-05,12719.5
231300,2,train,0.014771,0.6663,0.6696,106.66,4.97e-05,12723.8
231400,2,train,0.014585,0.6578,0.6606,102.16,4.97e-05,12728.1
231500,2,train,0.014203,0.6849,0.6891,103.86,4.97e-05,12732.4
231600,2,train,0.014299,0.6835,0.6873,104.80,4.97e-05,12736.7
231700,2,train,0.014353,0.6710,0.6765,103.05,4.97e-05,12741.0
