dataset,file,rpa,rca,mae,frames_used
MOSA,ba1_ev04_t1.wav,0.8866826429305033,0.890106128038343,41.29167938232422,14605
MOSA,ba1_ev04_t2.wav,0.8683810313839347,0.8836582330982995,56.53211975097656,14466
MOSA,ba1_yv02_t2.wav,0.8769288389513109,0.8895880149812734,49.62559509277344,13350
MOSA,ba1_yv02_t3.wav,0.8702036949313122,0.8866256118743092,53.93555450439453,12666
MOSA,ba3_ev03_t1.wav,0.8104468104468104,0.8256438256438257,91.66941833496094,10989
MOSA,ba3_ev03_t2.wav,0.8158069725467845,0.8309109907855989,93.60972595214844,10527
MOSA,ba3_ev04_t1.wav,0.8028694404591105,0.8092539454806312,88.8277587890625,13940
MOSA,ba3_ev04_t2.wav,0.8233801029401396,0.8315589085524924,77.1900634765625,14183
MOSA,ba3_yv02_t1.wav,0.6189113797296331,0.6335741363278735,183.61228942871094,13981
MOSA,ba3_yv02_t2.wav,0.7989485542621104,0.8060833646263612,89.36845397949219,13315
MOSA,ba3_yv02_t3.wav,0.8025812619502868,0.8131771829190567,88.95169830322266,12552
MOSA,ba4_ev03_t1.wav,0.846557447264161,0.8500910161687547,54.46317672729492,9339
MOSA,ba4_ev03_t2.wav,0.8498893921837143,0.8573685873801749,65.07881164550781,9493
MOSA,ba4_yv08_t1.wav,0.7969292389853138,0.8080106809078772,84.87516021728516,7490
MOSA,ba4_yv08_t2.wav,0.805636663704456,0.8149041513266472,84.8959732055664,7877
MOSA,ba4_yv08_t3.wav,0.8115429917550059,0.8184792566418008,75.3808364868164,7641
MOSA,be6_yv03_t1.wav,0.8749427812871922,0.9000274649821478,59.315765380859375,10923
MOSA,be6_yv08_t1.wav,0.8653436592449177,0.872216844143272,54.25175476074219,10330
MOSA,be7_yv05_t1.wav,0.9064453546022849,0.9273550334123734,48.809326171875,4639
MOSA,be8_ev01_t1.wav,0.8787073926516158,0.8823963405636712,46.1417121887207,6777
MOSA,be8_ev01_t2.wav,0.8827556696619597,0.8836114676936243,50.29714584350586,7011
MOSA,be8_yv04_t1.wav,0.8850492206726825,0.8899712879409352,48.63944625854492,9752
MOSA,be8_yv04_t2.wav,0.8881842130939603,0.8884769245780076,38.00971603393555,10249
