dataset,file,rpa,rca,mae,frames_used
MOSA,be8_yv04_t3.wav,0.8884672990514229,0.8887668497254119,45.84033966064453,10015
MOSA,be8_yv07_t1.wav,0.870492151039457,0.8708103521425541,46.92402267456055,9428
MOSA,be8_yv07_t2.wav,0.8940037538279166,0.89884421614146,34.01654815673828,10123
MOSA,be8_yv07_t3.wav,0.8957448909072959,0.8961397966235561,30.178997039794922,10129
MOSA,de1_yv05_t1.wav,0.8670615333991445,0.8747394976417682,71.28962707519531,9117
MOSA,de1_yv05_t2.wav,0.8633204633204633,0.8690568119139548,62.37834548950195,9065
MOSA,de1_yv05_t3.wav,0.8505058847821598,0.8626884162709064,75.7801742553711,9686
MOSA,de2_ev01_t1.wav,0.9601032155617308,0.9606986899563319,14.267169952392578,10076
MOSA,de2_ev01_t2.wav,0.9383554376657824,0.9385676392572945,28.680089950561523,9425
MOSA,de2_yv09_t1.wav,0.8985600687728348,0.9057597249086611,49.1340217590332,9306
MOSA,de2_yv09_t2.wav,0.9226054435902763,0.9259297735300228,32.383663177490234,9626
MOSA,de2_yv09_t3.wav,0.8893957826439578,0.8954785077047851,58.32716369628906,9864
MOSA,el1_yv02_t1.wav,0.9486144740382029,0.9540848354407676,24.828664779663086,11151
MOSA,el1_yv02_t2.wav,0.9339791890922139,0.9356835306781486,27.344444274902344,11148
MOSA,el1_yv02_t3.wav,0.9254952627045651,0.9424633936261844,42.2003059387207,11610
MOSA,me4_yv05_t1.wav,0.8162991531818563,0.8509264693552444,103.49734497070312,11927
MOSA,me4_yv05_t2.wav,0.8200930696360312,0.8447731427621739,112.63250732421875,12034
MOSA,me4_yv05_t3.wav,0.8227311280746396,0.8508905852417303,91.07353973388672,11790
MOSA,mo4_ev02_t1.wav,0.8587864676071771,0.8627585262292836,60.05865478515625,7301
MOSA,mo4_ev02_t2.wav,0.8738876529477196,0.8772246941045606,36.815940856933594,7192
MOSA,mo4_yv01_t1.wav,0.8444884488448845,0.8525412541254126,45.44288635253906,7575
MOSA,mo4_yv01_t2.wav,0.8524634911969429,0.8672034939265729,54.56121063232422,7327
MOSA,mo4_yv01_t3.wav,0.8836532097948379,0.8956982131039047,43.889442443847656,7555
MOSA,mo4_yv05_t1.wav,0.8899423446508649,0.8946828955797566,39.055419921875,7805
MOSA,mo4_yv05_t2.wav,0.8718287526427061,0.8879492600422833,55.20708084106445,7568
MOSA,mo4_yv05_t3.wav,0.8741636644364384,0.8799536798764797,50.882606506347656,7772
MOSA,mo4_yv09_t1.wav,0.8764690519717943,0.8781666231392008,37.73638153076172,7658
MOSA,mo4_yv09_t2.wav,0.8554724677090415,0.8596872875594833,79.03009796142578,7355
MOSA,mo4_yv09_t3.wav,0.8783235101506222,0.8825147347740668,45.043785095214844,7635
MusicNet,1788.wav,0.2567741935483871,0.37945409429280397,930.7264404296875,10075
MusicNet,1789.wav,0.401673640167364,0.4490062761506276,642.1298217773438,7648
MusicNet,1790.wav,0.415475189234651,0.550322399775722,630.0382080078125,7134
MusicNet,1791.wav,0.30660377358490565,0.44664931685100845,829.4325561523438,6148
MusicNet,1792.wav,0.39680895151263984,0.4786572731040199,450.4118957519531,4826
MusicNet,1793.wav,0.3194029850746269,0.3449118046132971,322.9731750488281,3685
MusicNet,2147.wav,0.00666724391722227,0.019915144168326262,1092.019775390625,11549
MusicNet,2462.wav,0.5130427671927386,0.7285141875868837,534.3732299804688,12229
MusicNet,2463.wav,0.43938887030221924,0.5088658414185346,625.7116088867188,8967
MusicNet,2466.wav,0.1112624003112235,0.1299358101536666,410.4698486328125,5141
MusicNet,2621.wav,0.24001860609349562,0.4193348321575316,1035.0810546875,12899
MusicNet,2622.wav,0.30483619344773794,0.5623504940197608,975.1217651367188,9615
Bach10,01-AchGottundHerr-violin.wav,0.9823665893271462,0.9842227378190255,15.656079292297363,2155
Bach10,02-AchLiebenChristen-violin.wav,0.9772791820505539,0.9789832433967622,16.829748153686523,3521
Bach10,03-ChristederdubistTagundLicht-violin.wav,0.9833256137100509,0.984251968503937,13.504190444946289,2159
Bach10,04-ChristeDuBeistand-violin.wav,0.9827057182705718,0.9827057182705718,14.252388000488281,3585
Bach10,05-DieNacht-violin.wav,0.9852700490998363,0.985924713584288,16.782360076904297,3055
Bach10,06-DieSonne-violin.wav,0.9774852788361621,0.9788708001385521,19.479778289794922,2887
Bach10,07-HerrGott-violin.wav,0.9853675945753033,0.9867951463240543,15.607234001159668,2802
Bach10,08-FuerDeinenThron-violin.wav,0.9800960878517502,0.9852436513383666,21.958614349365234,2914
Bach10,09-Jesus-violin.wav,0.9797136038186157,0.9805091487669053,17.713171005249023,2514
Bach10,10-NunBitten-violin.wav,0.9833333333333333,0.9833333333333333,13.61618423461914,3240
